ссылка на товар,бренд,наименование,промо цена,регулярная цена,id товара
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-vseh-porod-chuvstvitelnoe-pishchevarenie-yagnenok-indeyka.html,Brit,"Premium Dog Sensitive Корм для взрослых собак всех пород с чувствительным пищеварением, с ягненком и индейкой, 15 кг",5905,5905,80172
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ultra-korm-dlya-sobak-melkih-porod-s-kuricey-i-indeykoy.html,Ownat,"Mini Adult Ultra Сухой корм для собак мелких пород, с курицей и индейкой, 1 кг",759,759,117432
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Golden_konservirovannyy_korm_dlya_sobak_yagnyatina_naturalnaya_v_gele.html,Четвероногий Гурман,"Golden Line консервы для собак, с ягнятиной, 340 г",335,335,43548
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_so_vkusom_govyadinyrubtsa_750_g_1011086.html,Aвва,"консервы для собак средних и крупных пород, с говядиной и рубцом, 750 г",279,279,46746
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-yagnenok-850g.html,Aвва,"Влажный корм (консервы) для собак, ягненок, 850 гр.",339,339,159165
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_starshe_7_let_kuricey_1_5_kg.html,Hill's,"Science Plan Сухой корм для пожилых собак (старше 7 лет) мелких пород для поддержания активности и здоровья желудочно-кишечного тракта, с курицей, 1,5 кг",1589,1589,42468
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-gatstrointestinal-lou-fet.html,Royal Canin,Корм сухой для собак мелких пород Гастроинтестинал Лоу Фэт,1645,1645,125966
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Golden_konservirovannyy_korm_dlya_sobak_indeyka_naturalnaya_v_gele.html,Четвероногий Гурман,"Golden Line консервы для собак, с индейкой, 340 г",335,335,43550
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Platinum_konservirovannyy_korm_dlya_sobak_serdtse_i_pechen_v_gele_bn__240g_1005556.html,Четвероногий Гурман,"Platinum Line консервы для собак, сердце и печень в желе, 240 г",144,169,42101
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Avva_Premium_Fresh_Meat_suhoy_korm_dlya_sobak_vseh_porodososris.html,Aвва,"Premium Fresh Meat Adult сухой корм для собак всех пород старше 1 года, с лососем и рисом, 3 кг",1649,1649,44098
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-vsekh-porod-indeyka-yabloko-850g.html,Aвва,"Adult Консервы для взрослых всех пород, индейка и яблоко, 850 гр.",375,375,149612
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_so_vkusom_govyadiny_i_serdtsa_750_g_1005193.html,Aвва,"консервы для собак средних и крупных пород, с говядиной и сердцем, 750 г",279,279,45716
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Hills_s_kuritsey_mesh__12kg_1003652.html,Hill's,"Science Plan Сухой корм для взрослых собак средних пород для поддержания иммунитета, с курицей, 12 кг",8045,8045,31795
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_Myasnoy_Delikates_konservirovannyy_korm_dlya_sobak_serdechki_kurinye_v_gele.html,Yummy,"Мясной Деликатес консервы для собак, с натуральными куриными сердечками в желе, 240 г",165,165,46903
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ultra-korm-dlya-shchenkov-melkih-porod-s-kuricey-i-indeykoy.html,Ownat,"Mini Junior Ultra Корм сухой для щенков мелких пород, с курицей и индейкой, 1 кг",979,979,113397
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_kuricey_1_5_kg.html,Hill's,"Science Plan Сухой корм для взрослых собак мелких пород для поддержания здоровья кожи и шерсти, с курицей, 1,5 кг",1515,1515,42466
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-i-d-korm-d-sob-d-zhkt-6h1-5kg.html,Hill's,"Prescription Diet i/d Сухой диетический корм для собак при расстройствах пищеварения, жкт, с курицей, 1,5 кг",2157,2875,143043
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konservy-dlya-sobak-vseh-porod-s-govyadinoy-i-morkovyu.html,Aвва,"Adult Консервы для собак всех пород, с говядиной и морковью, 400 гр.",209,209,154537
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/classic-korm-dlya-sobak-melkih-porod-s-kuricey.html,Ownat,"Mini Adult Classic Сухой корм для взрослых собак мелких пород, с курицей, 1,5 кг",869,869,138276
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/ppvd-ha-sobaka-allergiya-4h1-3kg.html,PRO PLAN® Veterinary Diets,"HA Hypoallergenic Сухой диетический корм для собак при пищевой непереносимости, 1,3 кг",2487,2487,120475
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_s_chuvstvit_pishchevaren_yagnenokg.html,PRO PLAN®,"Opti Digest сухой корм для взрослых собак для мелких и карликовых пород при чувствительном пищеварении с ягненком, 3 кг",2152,2689,46863
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/farmina-n-d-nizkozernovoy-dog-yagnenok-spelta-oves-i-chernika-dlya-shchenkov-medium-i-maksi-2-5kg.html,Farmina,"Puppy Medium&Maxi низкозерновой сухой корм для щенков средних и крупных пород, с ягненком, спельтой, овсом и черникой, 12кг",10399,10399,137245
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_dog_konservirovannyy_korm_dlya_sobak_govyadina_s_indeykoy_100_g_1011088.html,Yummy,"консервы для собак мелких пород, с говядиной и индейкой, 100 г",67,67,42149
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_krupnyh_porod_Hills_yagnenok_i_ris_mesh__12kg_1005397.html,Hill's,"Science Plan Сухой корм для взрослых собак крупных пород для поддержания здоровья суставов и мышечной массы, с ягненком и рисом, 12 кг",9125,9125,31799
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Puppy_suhoy_korm_dlya_shchenkov_s_chuvstvitelnym_pishchevareniem_yagnenok.html,PRO PLAN®,"Opti Digest сухой корм для щенков для средних пород при чувствительном пищеварении с ягненком, 3 кг",1878,2347,42350
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-gf-just-s-kuricey-dlya-vzroslyh-sobak-3-kg.html,Ownat,"Adult Grain Free Сухой корм для взрослых собак, с курицей, 3 кг",2169,2169,113395
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-utkoy-risom-i-kartofelem.html,UNICA,"Mini сухой корм для собак мелких пород с уткой, рисом и картофелем, 2,5 кг",1789,1789,146694
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Nasha_Marka_suhoy_korm_dlya_sobak_krupnyh_porod_s_tsyplenkom.html,Наша Марка,"Корм для собак крупных пород старше 1 года, с цыпленком, меш. 18 кг",3389,3389,88466
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_28_Adult_suhoy_korm_dlya_sobak_porody_Yorkshirskiy_terer.html,Royal Canin,"Yorkshire Terrier Adult корм для собак породы йоркширский терьер от 10 месяцев, 1,5 кг",1280,1505,42391
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_shchenkov_srednih_porod_Pappi_Sensetiv_chuvstv_koga_Proplanlososris_up_15kg_1014389.html,PRO PLAN®,"Sensitive Skin Puppy Сухой корм для щенков средних пород с чувствительной кожей, с высоким содержанием лосося, 3 кг",1878,2347,31743
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-vsekh-porod-nezhnaya-telyatina-850g.html,Aвва,"Adult Консервы для взрослых всех пород, нежная телятина, 850 гр.",375,375,149614
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/gf-prime-korm-suhoy-dlya-sobak-melkih-porod-s-kuricey-i-indeykoy.html,Ownat,"Prime Mini Корм сухой беззерновой для собак мелких пород, с курицей и индейкой, 1 кг",1099,1099,124640
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Dr_Alders_Garant_konservirovannyy_korm_dlya_sobak_govyadina_750_g_1016851.html,Dr. Alder's,"Алдерс Гарант консервы для взрослых собак, рубленое мясо говядина, 750 г",276,345,42116
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-meta-korm-d-sob-kor-vesa-mini-6h1kg.html,Hill's,"Prescription Diet Metabolic Mini Сухой диетический корм для собак мелких пород, способствующий снижению и контролю веса, с курицей, 1 кг",2115,2115,143068
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_dog_konservirovannyy_korm_dlya_sobak_indeyka_100_g_1014347.html,Yummy,"консервы для собак мелких пород, с индейкой, 100 г",67,67,42155
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/gurman-golden-100g-krolik-naturalnyy-v-zhele.html,Четвероногий Гурман,"Golden Line консервы для собак, с кроликом, 100 г",175,175,81075
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-i-d-korm-d-sob-zhkt-stress-mini-4h3kg.html,Hill's,"Prescription Diet i/d Stress Mini Сухой диетический корм для собак мелких пород при расстройствах жкт, вызванных стрессом, с курицей, 1 кг",2127,2127,143369
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-pomeranskiy-shpic.html,Royal Canin,Корм сухой для собак Померанский шпиц,1263,1485,110712
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-dog-gf-pumpkin-boar-apple-adult-mini-800-gr.html,Farmina,"N&D PUMPKIN сухой корм для собак мелких пород, с кабаном, тыквой и яблоком, 800г",1599,1599,119920
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Korm_dlya_sobak_Gurman_Golden_krolik_naturalnaya_v_gele_bn__340g_1008901.html,Четвероногий Гурман,"Golden Line консервы для собак, с кроликом, 340 г",415,415,44194
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_dog_konservirovannyy_korm_dlya_sobak_govyadina_s_serdtsem_100_g_1011087.html,Yummy,"консервы для собак мелких пород, с говядиной и сердцем, 100 г",67,67,42147
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-korm-dlya-sobak-vseh-porod-digestive-s-kuricey-pak-3kg.html,Ownat,"Adult Care digestive Сухой корм для собак всех пород с чувствительным пищеварением, с курицей, 3 кг",2529,2529,145778
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Duo_Delice_Adult_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_govyadina.html,PRO PLAN®,"Duo Delice сухой корм для взрослых собак для мелких и карликовых пород с говядиной, 2,5 кг",1812,2265,45765
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-dog-gf-pumpkin-chicken-pomegranate-adult-mini-800-gr.html,Farmina,"N&D PUMPKIN сухой корм для собак мелких пород, с курицей, тыквой и гранатом, 2,5кг",3672,4079,119914
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Platinum_konservirovannyy_korm_dlya_sobak_serdechki_kurinye_v_gele_bn__240g_1005555.html,Четвероногий Гурман,"Platinum Line консервы для собак, сердечки куриные в желе, 240 г",159,187,42099
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-lososem-risom-i-gorohom.html,UNICA,"Mini сухой корм для собак мелких пород с лососем, рисом и горохом, 2,5 кг",1521,1789,146697
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Dr_Alders_Garant_konservirovannyy_korm_dlya_sobak_yagnenok_750_g_1016854.html,Dr. Alder's,"Алдерс Гарант консервы для взрослых собак, рубленое мясо ягненок, 750 г",276,345,46999
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/avva-premium-suh-400g-dlya-shchenkov-melkih-porod-indeyka.html,Aвва,"Premium Puppy Сухой корм для щенков мелких пород, индейка, 1.5 кг",859,859,148084
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konservy-dlya-shchenkov-vseh-porod-s-govyadinoy.html,Aвва,"Puppy Консервы для щенков всех пород, с говядиной, 400 гр.",209,209,154539
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Myasnoe_assorti_konservirovannyy_korm_dlya_sobak_govyadina.html,Четвероногий Гурман,"Консервы для собак, мясное ассорти с говядиной, 340 г",189,189,43555
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/farmina-n-d-dog-gf-pumpkin-chicken-pomegranate-adult-medium-maxi-2-5-kg.html,Farmina,"N&D PUMPKIN сухой корм для собак средних и крупных пород, с курицей, тыквой и гранатом, 12кг",12999,12999,119918
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adultarge_suhoy_korm_dlya_sobak_krupnyh_porod_kuritsaris.html,PRO PLAN®,"Сухой корм для взрослых собак крупных пород с мощным телосложением, с высоким содержанием курицы, 14 кг",6380,7975,42353
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Duo_Delice_Adult_suhoy_korm_dlya_sobak_govyadinaris.html,PRO PLAN®,"Duo Delice сухой корм для взрослых собак средних и крупных пород, с высоким содержанием говядины, 2,5 кг",1640,2049,45777
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_dog_konservirovannyy_korm_dlya_sobak_yagnyonok_s_potroshkami_100_g_1011090.html,Yummy,"консервы для собак мелких пород, с ягненком и потрошками, 100 г",67,67,42153
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/suhoy-korm-grandorf-dlya-vzroslyh-sobak-krupnyh-porod-yagnenok-s-risom-3kg.html,Grandorf,"Сухой корм для взрослых собак крупных пород, ягненок с индейкой, 3 кг",3445,3445,112543
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/avva-premium-suh-400g-dlya-sobak-melkih-porod-yagnenok-i-ris.html,Aвва,"Premium Adult Сухой корм для собак мелких пород, ягненок и рис, 1.5 кг",879,879,148085
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/avva-kons-400g-dlya-sobak-yagnenok-i-golubika.html,Aвва,"Adult Консервы для взрослых собак всех пород, с ягненком и голубикой, 400 гр.",209,209,147543
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-yagnenkom1.html,UNICA,"Adult Mini Equilibrium сухой корм для собак мелких пород с ягненком, 2 кг",756,1079,147012
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_28_Adult_suhoy_korm_dlya_sobak_porody_CHihuahua.html,Royal Canin,"Chihuahua Adult корм для собак породы чихуахуа старше 8 месяцев, 1,5 кг",1263,1485,42384
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Hills_suhoy_korm_dlya_shchenkov_i_beremennyh_sobak_yagnenokris.html,Hill's,"Science Plan Сухой корм для щенков средних пород для поддержания сильного иммунитета, с ягненком и рисом, 12 кг",7609,10145,42464
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Yummy_dog_konservirovannyy_korm_dlya_shchenkov_telyatina_100_g_1011089.html,Yummy,"консервы для щенков, с телятиной, 100 г",67,67,42151
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-s-yagnenkom-i-risom1.html,AlphaPet,"Сухой корм для собак мини пород с ягненком и рисом, 1,5 кг",1397,1397,146256
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/vet-life-natural-diet-dog-struvite-2-kg.html,Farmina,"Vet Life Struvite диетический сухой корм для собак при мочекаменной болезни, с курицей, 2кг",2975,2975,120024
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Caninmall_Adult_korm_suhoy_dlya_vzroslyh_sobak_vesom_do.html,Royal Canin,"X-Small Adult корм для миниатюрных собак от 10 месяцев до 8 лет, 1,5 кг",1144,1345,42429
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-govyadina-yagnenok-i-golubika-850g.html,Aвва,"Влажный корм (консервы) для собак, говядина, ягненок и голубика, 850 гр.",339,339,159163
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/vet-life-natural-diet-dog-renal.html,Farmina,"Vet Life Renal диетический влажный корм для собак при почечной недостаточности, 300г",459,459,120022
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-vseh-porod-s-forelyu1.html,UNICA,"Mono All Breed сухой корм для собак всех пород с форелью, 2,5 кг",1799,1799,146699
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Gastro_Intestinal_Low_Fat_dieticheskiy_suhoy_korm_dlya_sobak_pri_narusheniyah_pishchevareniya_15_kg_1009201.html,Royal Canin,"Gastro Intestinal Low Fat LF22 корм для собак при нарушении пищеварения, 1,5 кг",2405,2405,44658
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Hepatic_dieticheskiy_suhoy_korm_dlya_sobak_pri_zabolevaniyah_pecheni.html,Royal Canin,"Hepatic HF16 Сухой корм для собак при заболеваниях печени, 1,5 кг",2415,2415,42639
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/farmina-n-d-dog-lamb-pumpkin-blueberry.html,Farmina,"N&D PUMPKIN влажный корм для собак, с ягненком, тыквой и черникой, 285г",599,599,119975
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-govyadinoy-i-risom.html,Berkley,"Консервы для собак с говядиной и рисом, 200гр.",153,153,138997
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_s_govyadinoy_410_g_1005635.html,Aвва,"Консервы для собак всех пород, с говядиной, 410 гр.",169,169,43530
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Hills_suh_15kg_Dsobak_ID_LOW_FAT_zabolevaniya_GKTpankreatit_1016551.html,Hill's,"Prescription Diet i/d Low Fat Сухой диетический корм для собак при расстройствах пищеварения с низким содержанием жира, с курицей, 1,5 кг",2875,2875,31918
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/korm-suhoy-dlya-shchenkov-i-molodyh-sobak-s-yagnenkom-i-risom.html,Sirius,"Корм сухой для щенков и молодых собак, с ягненком и рисом, 15 кг",5249,6175,150563
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Caninmall_korm_suhoy_korm_dlya_shchenkov_ot_2_do_10_mes.html,Royal Canin,"X-Small Junior корм для щенков миниатюрных поро до 10 месяцев, 1,5 кг",1203,1415,42738
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konservy-dlya-sobak-vseh-porod-s-indeykoy-i-yablokom.html,Aвва,"Adult Консервы для собак всех пород, с индейкой и яблоком, 400 гр.",209,209,154533
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-vseh-porod-govyadina-240g.html,Aвва,"Adult Консервы для взрослых собак всех пород, говядина, 240 гр.",143,143,149590
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Urinary_SO_korm_dieticheskiy_suhoy_dlya_sobak_pri_MKB.html,Royal Canin,"Urinary S/O LP18 Сухой корм при заболеваниях дистального отдела мочевыделительной системы у собак, 2 кг",2887,2887,42645
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Platinum_konservirovannyy_korm_dlya_sobak_geludochki_indyushinye_v_gele_bn__240g_1006167.html,Четвероногий Гурман,"Platinum Line консервы для собак, желудочки индюшиные в желе, 240 г",159,187,42108
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Myasnoe_assorti_konservirovannyy_korm_dlya_sobak_yazyk.html,Четвероногий Гурман,"Консервы для собак, мясное ассорти с языком, 340 г",189,189,43557
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_shchenkov_govyadina_410_g_1005634.html,Aвва,"Консервы для щенков всех пород, с говядиной, 410 гр.",169,169,43528
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_so_vkusom_govyadiny_i_baraniny_750_g_1005194.html,Aвва,"консервы для собак средних и крупных пород, с говядиной и бараниной, 750 г",279,279,45724
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Hills_Metabolic_dieticheskiy_suhoy_korm_dlya_sobak_dlya_korrektsii_vesa_15_kg_1007382.html,Hill's,"Prescription Diet Metabolic Сухой диетический корм для собак, способствующий снижению и контролю веса, с курицей, 1,5 кг",2202,2935,42668
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Golden_konservirovannyy_korm_dlya_sobak_kuritsa_naturalnaya_v_gele_100_g_1006165.html,Четвероногий Гурман,"Golden Line консервы для собак, с курицей, 100 г",139,139,42105
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Purina_Veterinary_Diets_NF_konservirovannyy_korm_dlya_sobak_pri_patologii_pochek_bn__400g_1001653.html,PRO PLAN® Veterinary Diets,"NF Renal Function Влажный диетический корм (консервы) для собак при хронической почечной недостаточности, 400 гр.",475,475,42610
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/kolbasa-dlya-sobak-myasnoy-racion-s-rubcom-500g.html,Yummy,"Колбаса для собак мясной рацион с рубцом, 500г",235,235,127727
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_krup_porod_kurri__Proplan_pak__3kg_1007080.html,PRO PLAN®,"Сухой корм для взрослых собак крупных пород с атлетическим телосложением, с высоким содержанием курицы, 14 кг",6380,7975,42352
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-myasnoy-racion.html,Sirius,"Корм сухой для взрослых собак, мясной рацион, 15 кг",5245,5245,146285
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-400g-dlya-sobak-yagnenok-s-risom.html,Aвва,"Adult Консервы для взрослых собак всех пород, ягненок с рисом, 400 гр.",209,209,137549
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Golden_Korm_konservirovannyy_dlya_sobak_konina_naturalnaya_v_gele_bn__340g_1012242.html,Четвероногий Гурман,"Golden Line консервы для собак, с кониной, 340 г",335,335,48671
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-srednih-porod-kurica.html,Brit,"Сухой корм для взрослых собак средних пород с курицей, 3 кг",1165,1165,137912
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-tuncom.html,UNICA,"Adult Mini Sensitive сухой корм для собак мелких пород с тунцом, 2 кг",756,1079,147014
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Avva_Premium_suhoy_korm_dlya_sobak_melkih_porod_yagnenokris.html,Aвва,"Premium Adult Small Сухой корм для собак мелких пород старше 1 года, с ягненком и рисом, 800 гр.",579,579,42484
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-krupnyh-porod-s-govyadinoy.html,AlphaPet,"Сухой корм для собак крупных пород с говядиной, 12 кг",7445,7445,146261
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-vlazhnyy-dlya-sobak-i-d-dlya-zhkt-360g.html,Hill's,"Prescription Diet i/d Low Fat Влажный диетический корм (консервы) для собак при расстройствах пищеварения с низким содержанием жира, 360 гр.",432,479,159195
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Giant_Adult_28_suhoy_korm_dlya_sobak_ochen_krupnyh_porod_15_kg_1000618.html,Royal Canin,"Giant Adult 28 корм для взрослых собак гигантских пород старше 18/24 месяцев, 15 кг",7355,7355,42370
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-vseh-porod-indeyka-utka-i-yabloko-240g.html,Aвва,"Adult Консервы для взрослых собак всех пород, индейка, утка и яблоко, 240 гр.",143,143,149592
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-indeykoy-yablokami-i-otrubyami.html,Berkley,"Консервы для собак с индейкой, яблоками и отрубями, 200гр.",153,153,139009
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Dr_Alders_Garant_konservirovannyy_korm_dlya_sobak_rubetsserdtse_750_g_1016853.html,Dr. Alder's,"Алдерс Гарант консервы для взрослых собак, рубленое мясо рубец и сердце, 750 г",276,345,47003
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Platinum_konservirovannyy_korm_dlya_sobak_kaltyki_i_yazyka_v_gele_bn__240g_1005553.html,Четвероногий Гурман,"Platinum Line консервы для собак, калтыки и языки в желе, 240 г",159,187,42095
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-sterilayzd.html,Royal Canin,"Mini Sterilised сухой корм для стерилизованных собак маленьких пород, 3кг",3049,3049,98494
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-100g-dlya-sobak-melkih-porod-krolik-s-ovoshchami.html,Aвва,"Adult Консервы для взрослых собак мелких пород, кролик с овощами, 100 гр.",99,99,137535
