ссылка на товар,бренд,наименование,промо цена,регулярная цена,id товара
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Trapeza_suh__10kg_Dsobak_Optimal_1022651.html,Трапеза,"Optimal корм для собак всех пород старше 1 года, живущих в городских условиях, 10 кг",1885,1885,49198
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/farmina-n-d-dog-lamb-pumpkin-blueberry-puppy.html,Farmina,"N&D PUMPKIN влажный корм для щенков, с ягненком, тыквой и черникой, 285г",599,599,119963
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-400g-dlya-sobak-cyplenok-s-syrom.html,Aвва,"Adult Консервы для взрослых собак всех пород, цыпленок с сыром, 400 гр.",209,209,137551
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_suhoy_korm_dlya_sobak_krupnyh_porod_s_atleticheskim_teloslogeniem_yagnenok.html,PRO PLAN®,"Opti Digest сухой корм для взрослых собак для крупных пород с атлетическим телосложением при чувствительном пищеварении с ягненком, 14 кг",7336,9169,42364
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-yagnenkom-i-risom.html,Berkley,"Консервы для собак с ягненком и рисом, 200гр.",153,153,138999
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/vlazhnyy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-s-krolikom-i-yablokom-v-souse-100g.html,AlphaPet,"Влажный корм для собак с чувствительным пищеварением, с кроликом и яблоком в соусе, 100 гр.",79,79,155232
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-200g-dlya-sobak-krolik-s-risom-dlya-vzroslyh-sobak-vseh-porod.html,Aвва,"Adult Консервы для взрослых собак всех пород, кролик с рисом, 200 гр.",133,133,137543
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Sensitivity_Control_dieticheskiy_suhoy_korm_dlya_sobak_pri_pishchevoy_neperenosimosti.html,Royal Canin,"Sensitivity Control SC21 корм для собак при пищевой аллергии или непереносимости, 1,5 кг",2305,2305,44660
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/giant-puppy-korm-korm-suhoy-dlya-shchenkov-ochen-krupnyh-porod1.html,Royal Canin,"Giant Puppy 34 корм для щенков гигантских пород с 2 до 8 месяцев, 15 кг",8915,8915,42387
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-s-indeykoy.html,Hill's,"Science Plan Консервы для взрослых собак для поддержания мышечной массы и здорового иммунитета, с индейкой, 370 гр.",292,365,137006
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-shchenkov-vseh-porod-govyadina-240g.html,Aвва,"Puppy Консервы для щенков всех пород, говядина, 240 гр.",143,143,149598
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-srednih-porod-s-yagnenkom-i-risom.html,AlphaPet,"WOW Сухой корм для собак средних пород с ягненком и рисом, 2 кг",1245,1245,146248
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-suhoy-korm-dlya-sobak-srednih-porod-indeyka-i-telyatina-3kg.html,Brit,"Премиум Cухой корм для собак средних пород, индейка и телятина, 3 кг",1285,1285,156028
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_potroshki_410_g_1005633.html,Aвва,"Консервы для собак всех пород, с потрошками, 410 гр.",169,169,43526
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/giant-puppy-korm-korm-suhoy-dlya-shchenkov-ochen-krupnyh-porod.html,Royal Canin,"Giant Junior сухой корм для щенков гигантских пород с 8 до 18/24 месяцев, 15кг",8915,8915,42372
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/korm-suhoy-dlya-shchenkov-melkih-porod-s-kuricey.html,UNICA,"Puppy Mini Development сухой корм для щенков мелких пород с курицей, 2 кг",540,1079,147010
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adult_suhoy_korm_dlya_sobak_srednih_porod_kuritsaris.html,PRO PLAN®,"Everyday Nutrition Сухой корм для взрослых собак средних пород, с высоким содержанием курицы, 3 кг",1632,2039,42336
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/farmina-n-d-nizkozernovoy-dog-yagnenok-spelta-oves-i-chernika-dlya-shchenkov-mini-800g.html,Farmina,"Puppy Mini низкозерновой сухой корм для щенков мелких пород, с ягненком, спельтой, овсом и черникой, 800гр",1463,1463,137237
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-shchenkov-vseh-porod-cyplenok-indeyka-240g.html,Aвва,"Puppy Консервы для щенков всех пород, цыпленок и индейка, 240 гр.",143,143,149600
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_ptitsa_410_g_1005632.html,Aвва,"Консервы для собак всех пород, с птицей, 410 гр.",169,169,43524
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-vseh-porod-nezhnaya-telyatina-utka-240g.html,Aвва,"Adult Консервы для взрослых собак всех пород, нежная телятина и утка, 240 гр.",143,143,149594
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Platinum_konservirovannyy_korm_dlya_sobak_rubets_govyagiy_v_gele_bn__240g_1005554.html,Четвероногий Гурман,"Platinum Line консервы для собак, рубец в желе, 240 г",159,187,42097
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/vlazhnyy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-s-telyatinoy-i-tykvoy-v-souse-100g.html,AlphaPet,"Влажный корм для собак с чувствительным пищеварением, с телятиной и тыквой в соусе, 100 гр.",79,79,155234
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-s-yagnenkom-i-risom1.html,Sirius,"Корм сухой для взрослых собак, с ягненком и рисом, 2 кг",720,899,146291
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-melkih-porod-nezhnaya-telyatina-100g.html,Aвва,"Adult Консервы для взрослых собак мелких пород, нежная телятина, 100 гр.",99,99,149586
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adult_Small_suhoy_korm_dlya_sobak_melkih_porod_kuritsaris_3_kg_1004261.html,PRO PLAN®,"Сухой корм для взрослых собак мелких и карликовых пород, с высоким содержанием курицы, Пакет, 3 кг",2048,2559,45772
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-korm-dlya-sobak-vseh-porod-mobility-s-kuricey-pak-3kg.html,Ownat,"Adult Care mobility Сухой корм для собак всех пород с питательными веществами для поддержки работы суставов, с курицей, 3 кг",2745,2745,145775
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/farmina-n-d-dog-lamb-pumpkin-blueberry-puppy-mini.html,Farmina,"N&D PUMPKIN влажный корм для щенков, с ягненком, тыквой, черникой, 140г",315,315,119943
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-dermcpt-korm-d-sob-d-kozh-6h1-5kg.html,Hill's,"Prescription Diet Derm Complete Сухой диетический корм для взрослых собак при аллергии, 1,5 кг",3329,3329,143051
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-krolik-s-risom-850g.html,Aвва,"Влажный корм (консервы) для собак, кролик с рисом, 850 гр.",339,339,159161
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Mini_Starter_korm_suhoy_korm_dlya_shchenkov_melkih_porod_do_2h_mesyatsev.html,Royal Canin,"Mini Starter корм для щенков до 2-х месяцев, беременных и кормящих сук, 1 кг",989,989,42414
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/premium-suhoy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-losos-i-indeyka-1kg.html,Brit,"Премиум Сухой корм для собак с чувствительным пищеварением, лосось и индейка, 3 кг",1579,1579,156032
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Myasnoe_assorti_konservirovannyy_korm_dlya_sobak_potroha.html,Четвероногий Гурман,"Консервы для собак, мясное ассорти с потрошками, 340 г",189,189,43556
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/korm-suhoy-dlya-shchenkov-srednih-porod-s-govyadinoy-i-risom.html,AlphaPet,"Сухой корм для щенков средних пород с говядиной и рисом, 2 кг",1501,1765,146258
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-indeykoy-i-grushey.html,Berkley,"Консервы для собак с индейкой и грушей, 200гр.",153,153,139001
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-melkih-porod-dlya-resheniya-problem-s-pishchevareniem-2kg.html,UNICA,"Корм сухой для взрослых собак средних пород для решения проблем с пищеварением, 2 кг",2135,2135,159368
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/trapeza-suh-10kg-d-sobak-yagnenok-ris.html,Трапеза,"Lamb and Rice корм для собак всех пород старше 1 года, с ягненком и рисом, 10 кг",2387,2387,76863
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-100g-dlya-sobak-melkih-porod-indeyka-s-risom.html,Aвва,"Adult Консервы для взрослых собак мелких пород, индейка с рисом, 100 гр.",99,99,137537
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/proplan-suh-2-5kg-dlya-sobak-srednih-i-krupnyh-porod-grain-free-sindeykoy.html,PRO PLAN®,"Grain Free сухой корм для взрослых собак для средних и крупных пород при чувствительном пищеварении с индейкой, 7 кг",3904,4879,96791
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/avva-kons-100g-dlya-shchenkov-yagnenok-i-ris.html,Aвва,"Puppy Консервы для щенков всех пород, с ягненком и рисом, 100 гр.",99,99,147533
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-vlazhnyy-dlya-sobak-l-d-dlya-pecheni-370g.html,Hill's,"Prescription Diet l/d Влажный диетический корм (консервы) для собак при заболеваниях печени, 370 гр.",511,567,159199
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Purina_Veterinary_Diets_OM_dieticheskiy_suhoy_korm_dlya_sobak_pri_ogirenii_pak__3kg_1002273.html,PRO PLAN® Veterinary Diets,"OM Obesity Management Сухой диетический корм для собак для снижения избыточной массы тела, 3 кг",4715,4715,42630
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Adultall_suhoy_korm_dlya_sobak_melkih_porod_s_chuvstvitelnoy_kogeyososris.html,PRO PLAN®,"Sensitive Skin Adult Сухой корм для взрослых собак мелких и карликовых пород с чувствительной кожей, с высоким содержанием лосося, 3 кг",2152,2689,45754
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Dr_Alders_Garant_konservirovannyy_korm_dlya_sobak_ptitsa_750_g_1016852.html,Dr. Alder's,"Алдерс Гарант консервы для взрослых собак, рубленое мясо птица, 750 г",276,345,47005
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/farmina-n-d-nizkozernovoy-dog-kurica-spelta-oves-i-granat-dlya-vzroslyh-sobak-mini-800g.html,Farmina,"Mini низкозерновой сухой корм для взрослых собак мелких пород, с курицей, спельтой, овсом и гранатом, 2,5кг",3195,3195,137249
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/konservy-dlya-shchenkov-s-kuritsey.html,Hill's,"Science Plan Консервы для щенков для поддержания здорового роста и развития, с курицей, 370 гр.",308,385,137010
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konservy-dlya-sobak-s-krolikom.html,Berkley,"Консервы для собак с кроликом, 100гр.",137,137,138995
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-s-indeykoy-i-risom.html,AlphaPet,"WOW Сухой корм для собак мини пород с индейкой и рисом, 1,5 кг",668,785,146244
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-melkih-porod-govyadina-100g.html,Aвва,"Adult Консервы для взрослых собак мелких пород, говядина, 100 гр.",99,99,149584
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Adult_suhoy_korm_dlya_sobak_porodyabrador_Retriver.html,Royal Canin,"Labrador Retriever 30 корм для взрослого лабрадора с 15 мес, 12 кг",9325,9325,42397
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/proplan-suh-700g-dlya-sobak-melkih-i-karlikovyh-porod-grain-free-sindeykoy.html,PRO PLAN®,"Grain Free сухой корм для взрослых собак для мелких и карликовых пород при чувствительном пищеварении с индейкой, 2,5 кг",2048,2559,93839
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/avva-kons-200g-dlya-sobak-yagnenok.html,Aвва,"Adult Консервы для взрослых собак всех пород, с ягненком, 200 гр.",133,133,147538
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Royal_Kanin_Frantsuzskiy_buldog_Edalt.html,Royal Canin,"French Bulldog Adult корм для собак породы французский бульдог от 12 месяцев, 3 кг",2167,2549,42981
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/optisavour-adult-vlazhnyy-korm-dlya-sobak-melkih-porod-c-govyadinoy-v-souse-85g.html,PRO PLAN®,"Opti Savour влажный корм для взрослых собак для мелких пород с говядиной, в соусе, 85 г",75,93,129466
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konservy-dlya-sobak-vseh-porod-s-cyplenkom-i-tykvoy.html,Aвва,"Adult Консервы для собак всех пород, с цыпленком и тыквой, 400 гр.",209,209,154535
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Purina_Veterinary_Diets_OM_konservirovannyy_korm_dlya_sobak_pri_ogirenii_bn__400g_1001652.html,PRO PLAN® Veterinary Diets,"OM Obesity Management Влажный диетический корм (консервы) для собак для снижения избыточной массы тела, паштет, 400 гр.",475,475,42608
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-shchenkov-vseh-porod-cyplenok-indeyka-100g.html,Aвва,"Puppy Консервы для щенков всех пород, цыпленок и индейка, 100 гр.",99,99,149588
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-na-osnove-svezhego-myasa-dlya-vzroslyh-sobak-vseh-porod-s-lososem-i-risom-3-kg.html,Aвва,"Fresh Meat Сухой корм для взрослых собак всех пород, с лососем и рисом, 3 кг",1649,1649,163792
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/farmina-n-d-dog-chicken-pumpkin-pomegranate.html,Farmina,"N&D PUMPKIN влажный корм для собак, с курицей, тыквой и гранатом, 285г",599,599,119971
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-mini-porod-daydzhestiv-kea.html,Royal Canin,"Mini Digestive Care сухой корм для собак маленьких пород с чувствительным пищеварением, 3кг",2715,2715,98488
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-malyh-porod-s-govyadinoy.html,Sirius,"Корм сухой для взрослых собак малых пород, с говядиной, 2 кг",720,899,146287
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Silver_konservirovannyy_korm_dlya_sobak_govyadina_s_krevetkami_v_gele_100_g_1010198.html,Четвероногий Гурман,"Silver Line консервы для собак, говядина с креветками, 100 г",137,137,42112
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-perepelkoy-kuritsey-i-ovoshchami.html,Berkley,"Консервы для собак с перепелкой, курицей и овощами, 200гр.",153,153,139003
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/AVVA_konservirovannyy_korm_dlya_sobak_melkih_porod_kusochki_yagnenka_v_gele_100_g_1016264.html,Aвва,"Консервы для собак мелких пород, с кусочками ягненка в желе, 100 гр.",65,65,42052
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-koninoy-yagnenkom-i-yablokami.html,Berkley,"Консервы для собак с кониной, ягненком и яблоками, 200гр.",153,153,139005
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sukhoy-korm-acti-protect-dlya-vzroslykh-sobak-s-chuvstvitelnym-pishchevareniem-s-vysokim-soderzhaniem-yagnenka-3kg.html,PRO PLAN®,"Acti protect Сухой корм для собак с чувствительным пищеварением, с ягненком, 3 кг",1988,2485,155701
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/optisavour-vlazhnyy-korm-dlya-sobak-s-chuvstvitelnym-pishchevareniem-c-lososem-85g.html,PRO PLAN®,"Opti Savour влажный корм для взрослых собак для мелких и карликовых пород при чувствительном пищеварении с лососем, в соусе, 85 г",75,93,129574
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/farmina-n-d-dog-duck-pumpkin-mini.html,Farmina,"N&D PUMPKIN влажный корм для собак, с уткой и тыквой, 140г",315,315,119953
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-c-d-korm-d-sob-pri-struvitah-6h1-5kg.html,Hill's,"Prescription Diet c/d Multicare Urinary Care Сухой диетический корм для собак при профилактике мочекаменной болезни (мкб), с курицей, 1,5 кг",2815,2815,143057
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/kolbasa-dlya-sobak-myasnoy-racion-s-pechenyu-500g.html,Yummy,"Колбаса для собак мясной рацион с печенью, 500г",235,235,127725
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Korm_dlya_sobak_Hills__melkie_i_miniatyurnye_porody_Layt_kuritsaindeykapak_14_kg_1018595.html,Hill's,"Science Plan Light Сухой корм для собак мелких пород для поддержания здорового веса, с курицей и рисом, 1,5 кг",2095,2095,104649
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_korm_dlya_sobak_sosiski_yorkshirskie_bn__240g_1003222.html,Четвероногий Гурман,"Сосиски Йоркширские для собак, 240г",163,163,42091
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/konservy-dlya-shchenkov-nezhnye-kusochki-telyatiny-v-zhele-100g.html,Aвва,"Влажный корм (консервы) для щенков, с нежными кусочками телятины в желе, 100 гр.",65,65,157696
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_melkih_porod_s_kuritsey_Eukanuba_Edaltoll_s_kuritsey.html,Eukanuba,"Adult Small Breed корм для собак мелких пород старше 1 года, с курицей, 3 кг",1655,1655,45748
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Golden__100g_TSyplenok_i_krolik_v_gele_dlya_shchenkov_1007132.html,Четвероногий Гурман,"Golden Line Baby консервы для щенков, с цыпленком и кроликом, 100 г",139,139,40622
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-melkih-porod-dlya-resheniya-problem-s-kozhey-i-sherstyu-2kg.html,UNICA,"Корм сухой для взрослых собак средних пород для решения проблем с кожей и шерстью, 2 кг",2135,2135,159366
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Diabetic_DS37_dieticheskiy_suhoy_korm_dlya_sobak_pri_saharnom_diabete.html,Royal Canin,"Diabetic DS37 корм для собак при сахарном диабете, 1,5 кг",2315,2315,42657
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/Gurman_Silver_konservirovannyy_korm_dlya_sobak_krolik_s_krabami_v_gele_100_g_1010197.html,Четвероногий Гурман,"Silver Line консервы для собак, кролик с крабами, 100 г",143,143,42110
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-melkih-porod-dlya-resheniya-problem-s-pishchevareniem-800g.html,UNICA,"Корм сухой для взрослых собак мелких пород для решения проблем с пищеварением, 800 гр.",1049,1049,159364
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-melkih-porod-kurica.html,Brit,"Корм сухой для взрослых собак мелких пород курица, 1 кг",348,435,137918
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/konsersy-dlya-sobak-s-krolikom-govyadinoy-i-bolgarskim-pertsem.html,Berkley,"Консервы для собак с кроликом, говядиной и болгарским перцем, 200гр.",153,153,139007
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-vlazhnyy-dlya-sobak-meta-korrektsiya-vesa-370g.html,Hill's,"Prescription Diet Metabolic Влажный диетический корм (консервы) для собак способствующий снижению и контролю веса, с курицей, 370 гр.",495,549,159201
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sp-korm-d-sob-dekor-pishchevarenie-1-5kg.html,Hill's,"Science Plan Perfect Digestion Сухой корм для взрослых собак мелких пород для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг",1572,2095,135935
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Puppy_suhoy_korm_dlya_shchenkov_srednih_porod_kuritsaris.html,PRO PLAN®,"Medium Puppy Сухой корм для щенков средних пород, с высоким содержанием курицы, 3 кг",1878,2347,42342
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Renal_dieticheskiy_suhoy_korm_dlya_sobak_pri_pochechnoy_nedostatochnosti.html,Royal Canin,"Renal RF14 Сухой корм для собак при почечной недостаточности, 2 кг",3139,3139,42644
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-shchenkov-mini-porod-s-yagnenkom-i-indeykoy.html,AlphaPet,"Сухой корм для щенков мини пород с ягненком и индейкой, 500 г",465,547,146253
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Purina_Veterinary_Diets_UR_dieticheskiy_suhoy_korm_dlya_sobak_pri_MKB_pak__3kg_1003404.html,PRO PLAN® Veterinary Diets,"Veterinary Diets UR ST/OX Urinary Сухой диетический корм для собак при болезнях нижних отделов мочевыводящих путей, 3 кг",4705,4705,42634
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/ppvd-drm-sobaka-dermatoz-4h1-5kg.html,PRO PLAN® Veterinary Diets,"Veterinary Diets DRM Dermatosis сухой корм для щенков и взрослых собак при дерматозах и выпадении шерсти, 1,5 кг",2645,2645,120473
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/pd-k-d-korm-d-sob-d-pochek-6h1-5kg.html,Hill's,"Prescription Diet k/d Сухой диетический корм для собак при хронической болезни почек, 1,5 кг",3285,3285,143079
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-royal-kanin-dlya-kastrirovannyh-sobak-srednih-porod-nyutrid-me.html,Royal Canin,"Neutered Adult корм для кастрированных собак средних размеров, 3,5 кг",3447,3447,50554
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/konservy-dlya-sobak-s-kuritsey.html,Hill's,"Science Plan Консервы для взрослых собак для поддержания мышечной массы и здорового иммунитета, с курицей, 370 гр.",292,365,137008
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-dlya-sobak-srednih-porod-s-govyadinoy.html,DELICANA,"Корм для собак средних пород с говядиной, 2 кг",795,795,142915
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/farmina-n-d-dog-duck-pumpkin.html,Farmina,"N&D PUMPKIN влажный корм для собак, с уткой и тыквой, 285г",599,599,120789
https://4lapy.ru/catalog/sobaki/korm-sobaki/konservy-korm-sobaki/korm-vlazhnyy-dlya-sobak-olenina-v-bulone.html,Погрызухин,"Monoprotein Корм влажный (консервы) для собак, оленина в бульоне, 338 гр.",289,289,122617
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Maxi_Ageing_suhoy_korm_dlya_sobak_krupnyh_porod_starshe_8et.html,Royal Canin,"Maxi Ageing 8+ корм для пожилых собак крупных пород старше 8 лет, 15 кг",9455,9455,42421
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-shchenkov-krupnyh-porod-s-govyadinoy.html,AlphaPet,"Сухой корм для щенков крупных пород с говядиной, 3 кг",2469,2469,146263
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/Royal_Canin_Neutered_Adultall_Dog_korm_dieticheskiy_suhoy_dlya_sobak.html,Royal Canin,"Neutered Adult Small Dog корм для кастрированных собак мелких размеров, 800 г",935,935,42655
https://4lapy.ru/catalog/sobaki/korm-sobaki/holistik/avva-kons-100g-dlya-sobak-melkih-porod-cyplenok-indeyka-s-yablokom.html,Aвва,"Adult Консервы для взрослых собак мелких пород, цыпленок и индейка с яблоком, 100 гр.",99,99,137533
https://4lapy.ru/catalog/sobaki/korm-sobaki/dieticheskiy-korm-sobaki/korm-suhoy-dlya-vzroslyh-sobak-melkih-porod-dlya-resheniya-problem-s-kozhey-i-sherstyu-800g.html,UNICA,"Корм сухой для взрослых собак мелких пород для решения проблем с кожей и шерстью, 800 гр.",1049,1049,159503
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Trapeza_suh__10kg_Dsobak_Bio_1022650.html,Трапеза,"Bio корм для собак всех пород старше 1 года с нормальной активностью, 10 кг",1949,1949,49202
https://4lapy.ru/catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_shchenkov_melkih_porod_Proplan_chuvstvitelnaya_koga_Lososris_1004883.html,PRO PLAN®,"Opti Derma сухой корм для щенков для мелких и карликовых пород при чувствительной коже с лососем, 700 г",669,669,46865
https://4lapy.ru/catalog/sobaki/tovary-dlya-shchenkov/korm-zaveli-shchenka/Gurman_konservirovannyy_korm_dlya_shchenkov_Myasnoe_assorti_yagnenok_bn__100g_1003615.html,Четвероногий Гурман,"консервированный корм для щенков, Мясное ассорти ягненок, бн. 100г",89,89,42093
